UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,AIRCRAFT_TYPE,MONTH
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,MSP,MN,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,PHL,PA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,PHL,PA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,RIC,VA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,SAN,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,SAN,CA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,SAT,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,SLC,UT,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,STL,MO,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,TUL,OK,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CVG,KY,TUS,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,BFI,WA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,CMH,OH,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,EWR,NJ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,HOU,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,MIA,FL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,ONT,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,PIE,FL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAL,TX,STL,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DBQ,IA,GSO,NC,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DBQ,IA,PKB,WV,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,LAS,NV,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,LAS,NV,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,SAN,CA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DEN,CO,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DHN,AL,HKY,NC,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DHN,AL,HRL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DLF,TX,HRL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,MI,MKE,WI,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DTW,MI,ORD,IL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,AEX,LA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,DEN,CO,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,HRL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,IAH,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,IAH,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,LRD,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,LRD,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,SAN,CA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ELP,TX,SAN,CA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EWR,NJ,GSO,NC,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",EWR,NJ,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FLL,FL,RDU,NC,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,AEX,LA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,DHN,AL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,ILG,DE,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,MCO,FL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,PIT,PA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,SAT,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,STL,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GSO,NC,TVC,MI,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GYY,IN,MCI,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GYY,IN,MCI,MO,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GYY,IN,OMA,NE,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HKY,NC,DHN,AL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TX,DAL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TX,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TX,LAR,WY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TX,MIA,FL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HOU,TX,OAK,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,AEX,LA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,BUR,CA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,DAL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,DHN,AL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,ELP,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,ELP,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,GYY,IN,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,GYY,IN,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,LAR,WY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,MIA,FL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,MIA,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,SAT,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,SAT,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,TOL,OH,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,TOL,OH,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,TX,YUM,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HSV,AL,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HSV,AL,VLD,GA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,VA,BUF,NY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAD,VA,BWI,MD,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAH,TX,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAH,TX,HRL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAH,TX,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",IAH,TX,SAT,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ICT,KS,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ICT,KS,STL,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ILG,DE,GSO,NC,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ILG,DE,PVD,RI,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",JAX,FL,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",JAX,FL,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAR,WY,HOU,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAR,WY,HOU,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,AZA,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,SAN,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,SAN,CA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAS,NV,YKM,WA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,CA,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,CA,BFI,WA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,CA,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,CA,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LAX,CA,RNO,NV,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LGB,CA,LAX,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LGB,CA,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,CSG,GA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,MIA,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LRD,TX,SAT,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LSF,GA,DAL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LYH,VA,CAK,OH,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LYH,VA,HSV,AL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCI,MO,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCI,MO,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,FL,AZA,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,FL,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MCO,FL,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDT,PA,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDT,PA,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDW,IL,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MDW,IL,STL,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,BTR,LA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,CMI,IL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,CSG,GA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,CSG,GA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,DAL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,ELP,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,HRL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,HRL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,LRD,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,MDT,PA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,SJU,PR,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,SJU,PR,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,STL,MO,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MIA,FL,TLH,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MKE,WI,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MKE,WI,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSN,WI,DBQ,IA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSP,MN,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSP,MN,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSP,MN,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",MSY,LA,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,CA,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,CA,DAL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,CA,LAS,NV,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,CA,LGB,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,CA,SJC,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OMA,NE,MCI,MO,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ONT,CA,LSF,GA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ORD,IL,BFI,WA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ORD,IL,DTW,MI,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHL,PA,BED,MA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHL,PA,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHL,PA,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,ICT,KS,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,LAX,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,LAX,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,LGB,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,MSY,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,OAK,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,RNO,NV,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,SJC,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PHX,AZ,TUL,OK,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIE,FL,DAL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIE,FL,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIT,PA,CMH,OH,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PIT,PA,RDU,NC,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PKB,WV,DBQ,IA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PVD,RI,BDL,CT,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PVD,RI,ILG,DE,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RDU,NC,FLL,FL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,VA,AEX,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,VA,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,VA,BTR,LA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,VA,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RIC,VA,MDT,PA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RNO,NV,LAX,CA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RNO,NV,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",RSW,FL,MIA,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,AEX,LA,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,AEX,LA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,AZA,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,AZA,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,DEN,CO,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,ELP,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAN,CA,SAT,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,AUS,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,AZA,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,CHA,TN,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,CLL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,CVG,KY,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,DLF,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,ELP,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,ELP,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,GSO,NC,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,HRL,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,HRL,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,IAH,TX,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,IAH,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,LRD,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,LRD,TX,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,MIA,FL,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,SAN,CA,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,YUM,AZ,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,TX,YUM,AZ,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,CA,PHX,AZ,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,CA,PIE,FL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJU,PR,HRL,TX,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJU,PR,MIA,FL,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJU,PR,MIA,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJU,PR,MIA,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJU,PR,RSW,FL,619,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SLC,UT,CVG,KY,614,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",STL,MO,BED,MA,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",STL,MO,CMH,OH,617,9
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",STL,MO,DAL,TX,617,9
